user_id,username,password_hash,full_name,role,state,district,status,created_at
USR-00271,do_0187_surat,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Surat, Gujarat)",DISTRICT_OFFICER,Gujarat,Surat,Active,2024-01-10 10:00:00
USR-00272,do_0188_surendranaga,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Surendranagar, Gujarat)",DISTRICT_OFFICER,Gujarat,Surendranagar,Active,2024-01-10 10:00:00
USR-00273,do_0189_tapi,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Tapi, Gujarat)",DISTRICT_OFFICER,Gujarat,Tapi,Active,2024-01-10 10:00:00
USR-00274,do_0190_vadodara,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Vadodara, Gujarat)",DISTRICT_OFFICER,Gujarat,Vadodara,Active,2024-01-10 10:00:00
USR-00275,do_0191_valsad,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Valsad, Gujarat)",DISTRICT_OFFICER,Gujarat,Valsad,Active,2024-01-10 10:00:00
USR-00276,do_0192_ambala,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Ambala, Haryana)",DISTRICT_OFFICER,Haryana,Ambala,Active,2024-01-10 10:00:00
USR-00277,do_0193_bhiwani,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Bhiwani, Haryana)",DISTRICT_OFFICER,Haryana,Bhiwani,Active,2024-01-10 10:00:00
USR-00278,do_0194_charkhidadri,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Charkhi Dadri, Haryana)",DISTRICT_OFFICER,Haryana,Charkhi Dadri,Active,2024-01-10 10:00:00
USR-00279,do_0195_faridabad,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Faridabad, Haryana)",DISTRICT_OFFICER,Haryana,Faridabad,Active,2024-01-10 10:00:00
USR-00280,do_0196_fatehabad,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Fatehabad, Haryana)",DISTRICT_OFFICER,Haryana,Fatehabad,Active,2024-01-10 10:00:00
USR-00281,do_0197_gurugram,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Gurugram, Haryana)",DISTRICT_OFFICER,Haryana,Gurugram,Active,2024-01-10 10:00:00
USR-00282,do_0198_hisar,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Hisar, Haryana)",DISTRICT_OFFICER,Haryana,Hisar,Active,2024-01-10 10:00:00
USR-00283,do_0199_jhajjar,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Jhajjar, Haryana)",DISTRICT_OFFICER,Haryana,Jhajjar,Active,2024-01-10 10:00:00
USR-00284,do_0200_jind,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Jind, Haryana)",DISTRICT_OFFICER,Haryana,Jind,Active,2024-01-10 10:00:00
USR-00285,do_0201_kaithal,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Kaithal, Haryana)",DISTRICT_OFFICER,Haryana,Kaithal,Active,2024-01-10 10:00:00
USR-00286,do_0202_karnal,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Karnal, Haryana)",DISTRICT_OFFICER,Haryana,Karnal,Active,2024-01-10 10:00:00
USR-00287,do_0203_kurukshetra,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Kurukshetra, Haryana)",DISTRICT_OFFICER,Haryana,Kurukshetra,Active,2024-01-10 10:00:00
USR-00288,do_0204_mahendragarh,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Mahendragarh, Haryana)",DISTRICT_OFFICER,Haryana,Mahendragarh,Active,2024-01-10 10:00:00
USR-00289,do_0205_nuh,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Nuh, Haryana)",DISTRICT_OFFICER,Haryana,Nuh,Active,2024-01-10 10:00:00
USR-00290,do_0206_palwal,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Palwal, Haryana)",DISTRICT_OFFICER,Haryana,Palwal,Active,2024-01-10 10:00:00
USR-00291,do_0207_panchkula,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Panchkula, Haryana)",DISTRICT_OFFICER,Haryana,Panchkula,Active,2024-01-10 10:00:00
USR-00292,do_0208_panipat,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Panipat, Haryana)",DISTRICT_OFFICER,Haryana,Panipat,Active,2024-01-10 10:00:00
USR-00293,do_0209_rewari,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Rewari, Haryana)",DISTRICT_OFFICER,Haryana,Rewari,Active,2024-01-10 10:00:00
USR-00294,do_0210_rohtak,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Rohtak, Haryana)",DISTRICT_OFFICER,Haryana,Rohtak,Active,2024-01-10 10:00:00
USR-00295,do_0211_sirsa,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Sirsa, Haryana)",DISTRICT_OFFICER,Haryana,Sirsa,Active,2024-01-10 10:00:00
USR-00296,do_0212_sonipat,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Sonipat, Haryana)",DISTRICT_OFFICER,Haryana,Sonipat,Active,2024-01-10 10:00:00
USR-00297,do_0213_yamunanagar,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Yamunanagar, Haryana)",DISTRICT_OFFICER,Haryana,Yamunanagar,Active,2024-01-10 10:00:00
USR-00298,do_0214_bilaspur,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Bilaspur, Himachal Pradesh)",DISTRICT_OFFICER,Himachal Pradesh,Bilaspur,Active,2024-01-10 10:00:00
USR-00299,do_0215_chamba,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Chamba, Himachal Pradesh)",DISTRICT_OFFICER,Himachal Pradesh,Chamba,Active,2024-01-10 10:00:00
USR-00300,do_0216_hamirpur,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Hamirpur, Himachal Pradesh)",DISTRICT_OFFICER,Himachal Pradesh,Hamirpur,Active,2024-01-10 10:00:00
USR-00301,do_0217_kangra,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Kangra, Himachal Pradesh)",DISTRICT_OFFICER,Himachal Pradesh,Kangra,Active,2024-01-10 10:00:00
USR-00302,do_0218_kinnaur,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Kinnaur, Himachal Pradesh)",DISTRICT_OFFICER,Himachal Pradesh,Kinnaur,Active,2024-01-10 10:00:00
USR-00303,do_0219_kullu,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Kullu, Himachal Pradesh)",DISTRICT_OFFICER,Himachal Pradesh,Kullu,Active,2024-01-10 10:00:00
USR-00304,do_0220_lahaulandspi,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Lahaul and Spiti, Himachal Pradesh)",DISTRICT_OFFICER,Himachal Pradesh,Lahaul and Spiti,Active,2024-01-10 10:00:00
USR-00305,do_0221_mandi,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Mandi, Himachal Pradesh)",DISTRICT_OFFICER,Himachal Pradesh,Mandi,Active,2024-01-10 10:00:00
USR-00306,do_0222_shimla,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Shimla, Himachal Pradesh)",DISTRICT_OFFICER,Himachal Pradesh,Shimla,Active,2024-01-10 10:00:00
USR-00307,do_0223_sirmaur,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Sirmaur, Himachal Pradesh)",DISTRICT_OFFICER,Himachal Pradesh,Sirmaur,Active,2024-01-10 10:00:00
USR-00308,do_0224_solan,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Solan, Himachal Pradesh)",DISTRICT_OFFICER,Himachal Pradesh,Solan,Active,2024-01-10 10:00:00
USR-00309,do_0225_una,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Una, Himachal Pradesh)",DISTRICT_OFFICER,Himachal Pradesh,Una,Active,2024-01-10 10:00:00
USR-00310,do_0226_bokaro,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Bokaro, Jharkhand)",DISTRICT_OFFICER,Jharkhand,Bokaro,Active,2024-01-10 10:00:00
USR-00311,do_0227_chatra,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Chatra, Jharkhand)",DISTRICT_OFFICER,Jharkhand,Chatra,Active,2024-01-10 10:00:00
USR-00312,do_0228_deoghar,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Deoghar, Jharkhand)",DISTRICT_OFFICER,Jharkhand,Deoghar,Active,2024-01-10 10:00:00
USR-00313,do_0229_dhanbad,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Dhanbad, Jharkhand)",DISTRICT_OFFICER,Jharkhand,Dhanbad,Active,2024-01-10 10:00:00
USR-00314,do_0230_dumka,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Dumka, Jharkhand)",DISTRICT_OFFICER,Jharkhand,Dumka,Active,2024-01-10 10:00:00
USR-00315,do_0231_eastsinghbhu,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (East Singhbhum, Jharkhand)",DISTRICT_OFFICER,Jharkhand,East Singhbhum,Active,2024-01-10 10:00:00
USR-00316,do_0232_garhwa,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Garhwa, Jharkhand)",DISTRICT_OFFICER,Jharkhand,Garhwa,Active,2024-01-10 10:00:00
USR-00317,do_0233_giridih,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Giridih, Jharkhand)",DISTRICT_OFFICER,Jharkhand,Giridih,Active,2024-01-10 10:00:00
USR-00318,do_0234_godda,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Godda, Jharkhand)",DISTRICT_OFFICER,Jharkhand,Godda,Active,2024-01-10 10:00:00
USR-00319,do_0235_gumla,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Gumla, Jharkhand)",DISTRICT_OFFICER,Jharkhand,Gumla,Active,2024-01-10 10:00:00
USR-00320,do_0236_hazaribagh,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Hazaribagh, Jharkhand)",DISTRICT_OFFICER,Jharkhand,Hazaribagh,Active,2024-01-10 10:00:00
USR-00321,do_0237_jamtara,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Jamtara, Jharkhand)",DISTRICT_OFFICER,Jharkhand,Jamtara,Active,2024-01-10 10:00:00
USR-00322,do_0238_khunti,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Khunti, Jharkhand)",DISTRICT_OFFICER,Jharkhand,Khunti,Active,2024-01-10 10:00:00
USR-00323,do_0239_koderma,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Koderma, Jharkhand)",DISTRICT_OFFICER,Jharkhand,Koderma,Active,2024-01-10 10:00:00
USR-00324,do_0240_latehar,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Latehar, Jharkhand)",DISTRICT_OFFICER,Jharkhand,Latehar,Active,2024-01-10 10:00:00
USR-00325,do_0241_lohardaga,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Lohardaga, Jharkhand)",DISTRICT_OFFICER,Jharkhand,Lohardaga,Active,2024-01-10 10:00:00
USR-00326,do_0242_pakur,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Pakur, Jharkhand)",DISTRICT_OFFICER,Jharkhand,Pakur,Active,2024-01-10 10:00:00
USR-00327,do_0243_palamu,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Palamu, Jharkhand)",DISTRICT_OFFICER,Jharkhand,Palamu,Active,2024-01-10 10:00:00
USR-00328,do_0244_ramgarh,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Ramgarh, Jharkhand)",DISTRICT_OFFICER,Jharkhand,Ramgarh,Active,2024-01-10 10:00:00
USR-00329,do_0245_ranchi,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Ranchi, Jharkhand)",DISTRICT_OFFICER,Jharkhand,Ranchi,Active,2024-01-10 10:00:00
USR-00330,do_0246_sahibganj,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Sahibganj, Jharkhand)",DISTRICT_OFFICER,Jharkhand,Sahibganj,Active,2024-01-10 10:00:00
USR-00331,do_0247_seraikelakha,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Seraikela Kharsawan, Jharkhand)",DISTRICT_OFFICER,Jharkhand,Seraikela Kharsawan,Active,2024-01-10 10:00:00
USR-00332,do_0248_simdega,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Simdega, Jharkhand)",DISTRICT_OFFICER,Jharkhand,Simdega,Active,2024-01-10 10:00:00
USR-00333,do_0249_westsinghbhu,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (West Singhbhum, Jharkhand)",DISTRICT_OFFICER,Jharkhand,West Singhbhum,Active,2024-01-10 10:00:00
USR-00334,do_0250_bagalkot,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Bagalkot, Karnataka)",DISTRICT_OFFICER,Karnataka,Bagalkot,Active,2024-01-10 10:00:00
USR-00335,do_0251_ballari,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Ballari, Karnataka)",DISTRICT_OFFICER,Karnataka,Ballari,Active,2024-01-10 10:00:00
USR-00336,do_0252_belagavi,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Belagavi, Karnataka)",DISTRICT_OFFICER,Karnataka,Belagavi,Active,2024-01-10 10:00:00
USR-00337,do_0253_bengalururur,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Bengaluru Rural, Karnataka)",DISTRICT_OFFICER,Karnataka,Bengaluru Rural,Active,2024-01-10 10:00:00
USR-00338,do_0254_bengaluruurb,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Bengaluru Urban, Karnataka)",DISTRICT_OFFICER,Karnataka,Bengaluru Urban,Active,2024-01-10 10:00:00
USR-00339,do_0255_bidar,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Bidar, Karnataka)",DISTRICT_OFFICER,Karnataka,Bidar,Active,2024-01-10 10:00:00
USR-00340,do_0256_chamarajanag,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Chamarajanagar, Karnataka)",DISTRICT_OFFICER,Karnataka,Chamarajanagar,Active,2024-01-10 10:00:00
USR-00341,do_0257_chikkaballap,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Chikkaballapura, Karnataka)",DISTRICT_OFFICER,Karnataka,Chikkaballapura,Active,2024-01-10 10:00:00
USR-00342,do_0258_chikkamagalu,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Chikkamagaluru, Karnataka)",DISTRICT_OFFICER,Karnataka,Chikkamagaluru,Active,2024-01-10 10:00:00
USR-00343,do_0259_chitradurga,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Chitradurga, Karnataka)",DISTRICT_OFFICER,Karnataka,Chitradurga,Active,2024-01-10 10:00:00
USR-00344,do_0260_dakshinakann,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Dakshina Kannada, Karnataka)",DISTRICT_OFFICER,Karnataka,Dakshina Kannada,Active,2024-01-10 10:00:00
USR-00345,do_0261_davanagere,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Davanagere, Karnataka)",DISTRICT_OFFICER,Karnataka,Davanagere,Active,2024-01-10 10:00:00
USR-00346,do_0262_dharwad,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Dharwad, Karnataka)",DISTRICT_OFFICER,Karnataka,Dharwad,Active,2024-01-10 10:00:00
USR-00347,do_0263_gadag,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Gadag, Karnataka)",DISTRICT_OFFICER,Karnataka,Gadag,Active,2024-01-10 10:00:00
USR-00348,do_0264_hassan,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Hassan, Karnataka)",DISTRICT_OFFICER,Karnataka,Hassan,Active,2024-01-10 10:00:00
USR-00349,do_0265_haveri,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Haveri, Karnataka)",DISTRICT_OFFICER,Karnataka,Haveri,Active,2024-01-10 10:00:00
USR-00350,do_0266_kalaburagi,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Kalaburagi, Karnataka)",DISTRICT_OFFICER,Karnataka,Kalaburagi,Active,2024-01-10 10:00:00
USR-00351,do_0267_kodagu,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Kodagu, Karnataka)",DISTRICT_OFFICER,Karnataka,Kodagu,Active,2024-01-10 10:00:00
USR-00352,do_0268_kolar,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Kolar, Karnataka)",DISTRICT_OFFICER,Karnataka,Kolar,Active,2024-01-10 10:00:00
USR-00353,do_0269_koppal,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Koppal, Karnataka)",DISTRICT_OFFICER,Karnataka,Koppal,Active,2024-01-10 10:00:00
USR-00354,do_0270_mandya,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Mandya, Karnataka)",DISTRICT_OFFICER,Karnataka,Mandya,Active,2024-01-10 10:00:00
USR-00355,do_0271_mysuru,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Mysuru, Karnataka)",DISTRICT_OFFICER,Karnataka,Mysuru,Active,2024-01-10 10:00:00
USR-00356,do_0272_raichur,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Raichur, Karnataka)",DISTRICT_OFFICER,Karnataka,Raichur,Active,2024-01-10 10:00:00
USR-00357,do_0273_ramanagara,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Ramanagara, Karnataka)",DISTRICT_OFFICER,Karnataka,Ramanagara,Active,2024-01-10 10:00:00
USR-00358,do_0274_shivamogga,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Shivamogga, Karnataka)",DISTRICT_OFFICER,Karnataka,Shivamogga,Active,2024-01-10 10:00:00
USR-00359,do_0275_tumakuru,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Tumakuru, Karnataka)",DISTRICT_OFFICER,Karnataka,Tumakuru,Active,2024-01-10 10:00:00
USR-00360,do_0276_udupi,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Udupi, Karnataka)",DISTRICT_OFFICER,Karnataka,Udupi,Active,2024-01-10 10:00:00
USR-00361,do_0277_uttarakannad,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Uttara Kannada, Karnataka)",DISTRICT_OFFICER,Karnataka,Uttara Kannada,Active,2024-01-10 10:00:00
USR-00362,do_0278_vijayanagara,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Vijayanagara, Karnataka)",DISTRICT_OFFICER,Karnataka,Vijayanagara,Active,2024-01-10 10:00:00
USR-00363,do_0279_vijayapura,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Vijayapura, Karnataka)",DISTRICT_OFFICER,Karnataka,Vijayapura,Active,2024-01-10 10:00:00
USR-00364,do_0280_yadgir,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Yadgir, Karnataka)",DISTRICT_OFFICER,Karnataka,Yadgir,Active,2024-01-10 10:00:00
USR-00365,do_0281_alappuzha,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Alappuzha, Kerala)",DISTRICT_OFFICER,Kerala,Alappuzha,Active,2024-01-10 10:00:00
USR-00366,do_0282_ernakulam,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Ernakulam, Kerala)",DISTRICT_OFFICER,Kerala,Ernakulam,Active,2024-01-10 10:00:00
USR-00367,do_0283_idukki,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Idukki, Kerala)",DISTRICT_OFFICER,Kerala,Idukki,Active,2024-01-10 10:00:00
USR-00368,do_0284_kannur,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Kannur, Kerala)",DISTRICT_OFFICER,Kerala,Kannur,Active,2024-01-10 10:00:00
USR-00369,do_0285_kasaragod,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Kasaragod, Kerala)",DISTRICT_OFFICER,Kerala,Kasaragod,Active,2024-01-10 10:00:00
USR-00370,do_0286_kollam,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Kollam, Kerala)",DISTRICT_OFFICER,Kerala,Kollam,Active,2024-01-10 10:00:00
USR-00371,do_0287_kottayam,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Kottayam, Kerala)",DISTRICT_OFFICER,Kerala,Kottayam,Active,2024-01-10 10:00:00
USR-00372,do_0288_kozhikode,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Kozhikode, Kerala)",DISTRICT_OFFICER,Kerala,Kozhikode,Active,2024-01-10 10:00:00
USR-00373,do_0289_malappuram,$2b$12$TQaqjTTr.x6ryse5KevtxOa91V5Q9tRHzjv83ntUJFSYXUg7D5Q7S,"District Collector (Malappuram, Kerala)",DISTRICT_OFFICER,Kerala,Malappuram,Active,2024-01-10 10:00:00
